source_table,group,metric,seed,value
workload_policy_stress_raw,arm=size_baseline|num_requests=500,runtime_seconds,123,3.42
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,runtime_seconds,7,4.06
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,runtime_seconds,21,4.03
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,runtime_seconds,42,3.94
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,runtime_seconds,99,3.88
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,runtime_seconds,123,3.89
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,runtime_seconds,7,5.56
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,runtime_seconds,21,5.57
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,runtime_seconds,42,5.64
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,runtime_seconds,99,5.69
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,runtime_seconds,123,5.62
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,runtime_seconds,7,8.93
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,runtime_seconds,21,8.56
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,runtime_seconds,42,8.68
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,runtime_seconds,99,8.86
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,runtime_seconds,123,8.94
